timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2014-06-03,192.43,192.9,192.25,192.8,168.865709846,65047193,0.0000,1.0
2014-06-02,192.95,192.99,191.97,192.9,168.953295796,64655648,0.0000,1.0
2014-05-30,192.19,192.8,192.03,192.68,168.760606708,76315640,0.0000,1.0
2014-05-29,191.82,192.4,191.33,192.37,168.489090265,64376573,0.0000,1.0
2014-05-28,191.52,191.82,191.06,191.38,167.621989369,66722865,0.0000,1.0
2014-05-27,191.06,191.58,190.95,191.52,167.744609698,72010355,0.0000,1.0
2014-05-23,189.76,190.48,189.59,190.35,166.719854094,60156088,0.0000,1.0
2014-05-22,189.18,189.98,188.86,189.59,166.054200881,61549345,0.0000,1.0
2014-05-21,188.09,189.22,188.06,189.13,165.651305515,89093285,0.0000,1.0
2014-05-20,188.65,188.67,187.07,187.55,164.267447519,111644478,0.0000,1.0
2014-05-19,187.69,188.89,187.52,188.74,165.309720313,63839398,0.0000,1.0
2014-05-16,187.51,188.13,186.72,188.05,164.705377265,97457678,0.0000,1.0
2014-05-15,188.68,188.72,186.48,187.4,164.136068596,154956399,0.0000,1.0
2014-05-14,189.79,189.88,188.79,189.06,165.58999535,72366848,0.0000,1.0
2014-05-13,190.04,190.42,189.77,189.96,166.378268892,66453965,0.0000,1.0
2014-05-12,188.8,189.88,188.0,189.79,166.229372779,86940045,0.0000,1.0
2014-05-09,187.71,188.04,186.83,187.96,164.62654991,83678568,0.0000,1.0
2014-05-08,187.71,189.05,187.08,187.68,164.381309253,93617513,0.0000,1.0
2014-05-07,187.41,187.97,186.01,187.88,164.556481151,106500480,0.0000,1.0
2014-05-06,188.0,188.13,186.74,186.78,163.593035711,85454226,0.0000,1.0
2014-05-05,187.14,188.55,186.62,188.42,165.029445276,75882739,0.0000,1.0
2014-05-02,188.31,189.14,187.78,188.06,164.71413586,98121662,0.0000,1.0
2014-05-01,188.22,188.84,187.73,188.33,164.950617922,93019095,0.0000,1.0
2014-04-30,187.44,188.5,187.18,188.31,164.933100732,101507717,0.0000,1.0
2014-04-29,187.48,188.04,187.08,187.75,164.442619417,84097551,0.0000,1.0
2014-04-28,187.05,187.69,184.96,186.88,163.68062166,135121094,0.0000,1.0
2014-04-25,187.22,187.33,185.87,186.29,163.163864561,100380205,0.0000,1.0
2014-04-24,188.37,188.39,186.93,187.83,164.512688177,88169916,0.0000,1.0
2014-04-23,187.82,187.92,187.3,187.45,164.17986157,73869384,0.0000,1.0
2014-04-22,187.23,188.4,187.13,187.89,164.565239746,85790307,0.0000,1.0
2014-04-21,186.44,187.1,186.21,187.04,163.820759179,68329343,0.0000,1.0
2014-04-17,185.88,186.91,185.56,186.39,163.25145051,105254649,0.0000,1.0
2014-04-16,185.47,186.14,184.65,186.13,163.023727042,105196633,0.0000,1.0
2014-04-15,183.32,184.33,181.51,184.2,161.333318225,157092533,0.0000,1.0
2014-04-14,182.93,183.37,181.44,182.94,160.229735266,132381601,0.0000,1.0
2014-04-11,182.14,183.42,181.31,181.51,158.977256194,167250792,0.0000,1.0
2014-04-10,187.08,187.17,182.93,183.16,160.422424354,172959331,0.0000,1.0
2014-04-09,185.6,187.15,185.06,187.09,163.864552153,100253612,0.0000,1.0
2014-04-08,184.26,185.4,183.59,185.1,162.121591766,112659755,0.0000,1.0
2014-04-07,185.95,186.26,183.96,184.34,161.455938553,140802699,0.0000,1.0
2014-04-04,189.66,189.7,186.1,186.4,163.260209105,169380705,0.0000,1.0
2014-04-03,189.17,189.22,188.05,188.63,165.213375769,77435320,0.0000,1.0
2014-04-02,188.49,189.13,188.14,188.88,165.432340642,78680761,0.0000,1.0
2014-04-01,187.62,188.36,187.0,188.25,164.880549163,89193125,0.0000,1.0
2014-03-31,186.67,187.3,185.52,187.01,163.794483394,99744911,0.0000,1.0
2014-03-28,185.11,186.42,185.0,185.49,162.463176968,101641547,0.0000,1.0
2014-03-27,184.75,185.34,183.9,184.58,161.666144831,142382757,0.0000,1.0
2014-03-26,187.04,187.34,184.92,184.97,162.007730033,119842897,0.0000,1.0
2014-03-25,186.37,186.94,185.27,186.31,163.18138175,103851737,0.0000,1.0
2014-03-24,186.84,187.07,184.62,185.43,162.410625398,121411145,0.0000,1.0
2014-03-21,187.71,189.02,186.03,186.2,163.085037206,163127905,0.8246,1.0
2014-03-20,186.25,187.89,185.92,187.75,163.717575647,117240972,0.0000,1.0
2014-03-19,187.68,187.94,185.47,186.66,162.767098111,176267253,0.0000,1.0
2014-03-18,186.71,187.91,186.51,187.66,163.63909585,101804519,0.0000,1.0
2014-03-17,185.59,186.77,185.51,186.33,162.479338856,98359454,0.0000,1.0
2014-03-14,184.85,185.8,184.44,184.66,161.023102631,153919598,0.0000,1.0
2014-03-13,187.84,187.99,184.66,185.18,161.476541456,155014237,0.0000,1.0
2014-03-12,186.32,187.35,185.9,187.28,163.307736709,104824323,0.0000,1.0
2014-03-11,188.44,188.71,186.8,187.23,163.264136822,99009013,0.0000,1.0
2014-03-10,187.97,188.23,187.08,188.16,164.07509472,74939176,0.0000,1.0
2014-03-07,188.96,188.96,187.43,188.26,164.162294494,114513432,0.0000,1.0
2014-03-06,188.21,188.61,187.78,188.18,164.092534675,82516500,0.0000,1.0
2014-03-05,187.74,188.07,187.45,187.75,163.717575647,88376859,0.0000,1.0
2014-03-04,186.79,187.98,186.75,187.58,163.569336031,167545852,0.0000,1.0
2014-03-03,184.65,185.45,183.75,184.98,161.302141908,167448668,0.0000,1.0
2014-02-28,185.79,187.15,185.05,186.29,162.444458947,150842000,0.0000,1.0
2014-02-27,184.58,185.87,184.37,185.82,162.034620009,93880780,0.0000,1.0
2014-02-26,185.11,185.6,184.33,184.85,161.188782202,98677144,0.0000,1.0
2014-02-25,185.06,185.59,184.23,184.84,161.180062224,117084901,0.0000,1.0
2014-02-24,184.28,186.15,184.2,184.91,161.241102066,114063868,0.0000,1.0
2014-02-21,184.45,184.89,183.8,183.89,160.351664371,118116359,0.0000,1.0
2014-02-20,183.27,184.52,182.6,184.1,160.534783897,104998099,0.0000,1.0
2014-02-19,183.76,184.95,182.87,183.02,159.593026338,126524261,0.0000,1.0
2014-02-18,184.18,184.49,183.65,184.24,160.65686358,80460878,0.0000,1.0
2014-02-14,182.84,184.36,182.67,184.02,160.465024077,96498305,0.0000,1.0
2014-02-13,180.84,183.2,180.83,183.01,159.58430636,100542155,0.0000,1.0
2014-02-12,182.25,182.83,181.71,182.07,158.764628485,94717638,0.0000,1.0
2014-02-11,180.16,182.44,180.04,181.98,158.686148688,117814009,0.0000,1.0
2014-02-10,179.7,180.07,179.21,180.01,156.968313141,92218729,0.0000,1.0
2014-02-07,178.31,179.87,177.73,179.68,156.680553887,170787197,0.0000,1.0
2014-02-06,175.58,177.48,175.22,177.48,154.762158859,132877526,0.0000,1.0
2014-02-05,174.78,175.56,173.71,175.17,152.74784408,164230470,0.0000,1.0
2014-02-04,174.95,175.84,174.11,175.39,152.939683583,165012351,0.0000,1.0
2014-02-03,177.97,178.37,173.83,174.17,151.87584634,254837004,0.0000,1.0
2014-01-31,177.01,179.29,176.92,178.18,155.372557277,194677861,0.0000,1.0
2014-01-30,178.83,179.81,178.26,179.23,156.288154904,118938051,0.0000,1.0
2014-01-29,177.58,178.55,176.88,177.35,154.648799153,216597269,0.0000,1.0
2014-01-28,178.14,179.3,178.12,179.07,156.148635265,110463152,0.0000,1.0
2014-01-27,179.06,179.52,177.12,178.01,155.224317661,180843004,0.0000,1.0
2014-01-24,181.6,181.66,178.83,178.89,155.991675672,208677093,0.0000,1.0
2014-01-23,183.37,183.4,181.82,182.79,159.392466858,132496880,0.0000,1.0
2014-01-22,184.49,184.57,183.91,184.3,160.709183445,61270816,0.0000,1.0
2014-01-21,184.7,184.77,183.05,184.18,160.604543716,88621138,0.0000,1.0
2014-01-17,184.1,184.45,183.32,183.64,160.133664936,107848616,0.0000,1.0
2014-01-16,184.28,184.66,183.83,184.42,160.813823173,72290520,0.0000,1.0
2014-01-15,184.1,184.94,183.71,184.66,161.023102631,98525721,0.0000,1.0
2014-01-14,182.29,183.77,181.95,183.67,160.159824869,105016055,0.0000,1.0
2014-01-13,183.67,184.18,181.34,181.69,158.433269344,149891938,0.0000,1.0
2014-01-10,183.95,184.22,183.01,184.14,160.569663806,102026318,0.0000,1.0
2014-01-09,184.11,184.13,182.8,183.64,160.133664936,90683302,0.0000,1.0
2014-01-08,183.45,183.83,182.89,183.52,160.029025208,96582234,0.0000,1.0
2014-01-07,183.09,183.79,182.95,183.48,159.994145298,86144169,0.0000,1.0
2014-01-06,183.49,183.56,182.08,182.36,159.017507829,108028139,0.0000,1.0
2014-01-03,183.23,183.6,182.63,182.89,159.479666632,81390502,0.0000,1.0
2014-01-02,183.98,184.07,182.48,182.92,159.505826564,119636836,0.0000,1.0
2013-12-31,184.07,184.69,183.93,184.69,161.049262563,86247638,0.0000,1.0
2013-12-30,183.87,184.02,183.58,183.82,160.29062453,56857458,0.0000,1.0
2013-12-27,184.1,184.18,183.66,183.85,160.316784462,61813841,0.0000,1.0
2013-12-26,183.34,183.96,183.32,183.86,160.325504439,63365227,0.0000,1.0
2013-12-24,182.54,183.01,182.53,182.93,159.514546541,45368841,0.0000,1.0
2013-12-23,182.45,182.64,182.07,182.53,159.165747445,85597541,0.0000,1.0
2013-12-20,180.69,181.99,180.57,181.56,158.319909638,197086908,0.9802,1.0
2013-12-19,181.18,181.7,180.71,181.49,157.409011986,136298872,0.0000,1.0
2013-12-18,178.92,181.73,177.32,181.7,157.59114815,234906482,0.0000,1.0
2013-12-17,179.38,179.41,178.25,178.65,154.945837188,89886224,0.0000,1.0
2013-12-16,178.95,179.81,178.9,179.22,155.440206778,96194790,0.0000,1.0
2013-12-13,178.5,178.66,177.77,178.11,154.47748705,107807610,0.0000,1.0
2013-12-12,178.64,178.86,177.76,178.13,154.494833352,115564840,0.0000,1.0
2013-12-11,180.82,180.85,178.5,178.72,155.006549243,130590810,0.0000,1.0
2013-12-10,180.98,181.36,180.64,180.75,156.767198834,80976207,0.0000,1.0
2013-12-09,181.47,181.67,181.16,181.4,157.330953629,70123608,0.0000,1.0
2013-12-06,180.67,181.11,180.15,180.94,156.931988697,127727518,0.0000,1.0
2013-12-05,179.41,179.74,178.77,178.94,155.197358558,106934067,0.0000,1.0
2013-12-04,179.1,180.48,178.35,179.73,155.882537463,123032637,0.0000,1.0
2013-12-03,179.94,180.39,179.17,179.75,155.899883765,116563302,0.0000,1.0
2013-12-02,181.09,181.43,180.25,180.53,156.576389519,99725781,0.0000,1.0
2013-11-29,181.32,181.75,180.8,181.0,156.984027602,55870903,0.0000,1.0
2013-11-27,180.87,181.24,180.65,181.12,157.08810541,58800056,0.0000,1.0
2013-11-26,180.72,181.22,180.41,180.68,156.706486779,86993560,0.0000,1.0
2013-11-25,181.13,181.17,180.37,180.63,156.663121026,79485709,0.0000,1.0
2013-11-22,179.98,180.83,179.77,180.81,156.819237738,81295887,0.0000,1.0
2013-11-21,178.97,180.05,178.86,179.91,156.038654176,92841271,0.0000,1.0
2013-11-20,179.39,179.93,177.98,178.47,154.789720475,124908601,0.0000,1.0
2013-11-19,179.33,179.87,178.72,179.03,155.275416914,93891416,0.0000,1.0
2013-11-18,180.35,180.5,179.02,179.42,155.613669792,104796009,0.0000,1.0
2013-11-15,179.56,180.12,179.33,180.05,156.160078285,102818190,0.0000,1.0
2013-11-14,178.54,179.42,178.25,179.27,155.483572531,103190954,0.0000,1.0
2013-11-13,176.09,178.43,176.09,178.38,154.711662119,103057956,0.0000,1.0
2013-11-12,176.94,177.36,176.37,176.96,153.48007472,83808745,0.0000,1.0
2013-11-11,177.12,177.53,176.91,177.32,153.792308145,66300304,0.0000,1.0
2013-11-08,174.87,177.31,174.85,177.29,153.766288693,136681130,0.0000,1.0
2013-11-07,177.5,177.64,174.76,174.93,151.719425129,156202030,0.0000,1.0
2013-11-06,177.03,177.5,176.54,177.17,153.662210885,87129195,0.0000,1.0
2013-11-05,176.14,176.75,175.57,176.27,152.881627322,85601525,0.0000,1.0
2013-11-04,176.69,176.9,175.98,176.83,153.367323761,85486867,0.0000,1.0
2013-11-01,176.02,176.61,175.22,176.21,152.829588418,142775416,0.0000,1.0
2013-10-31,176.15,176.89,175.53,175.79,152.465316089,133367094,0.0000,1.0
2013-10-30,177.38,177.51,175.66,176.29,152.898973624,139662588,0.0000,1.0
2013-10-29,176.63,177.24,176.38,177.17,153.662210885,87248072,0.0000,1.0
2013-10-28,175.89,176.47,175.7,176.23,152.84693472,84672528,0.0000,1.0
2013-10-25,175.51,176.0,175.17,175.95,152.6040865,93571048,0.0000,1.0
2013-10-24,174.92,175.37,174.51,175.15,151.910234444,70144619,0.0000,1.0
2013-10-23,174.81,174.89,173.96,174.57,151.407191704,105370556,0.0000,1.0
2013-10-22,174.91,175.93,174.43,175.41,152.135736362,126536379,0.0000,1.0
2013-10-21,174.45,174.75,174.01,174.4,151.259748142,104054017,0.0000,1.0
2013-10-18,173.86,174.51,173.51,174.39,151.251074991,138269996,0.0000,1.0
2013-10-17,171.37,173.32,171.34,173.22,150.23631636,129004482,0.0000,1.0
2013-10-16,170.72,172.16,170.64,172.07,149.23890403,161058684,0.0000,1.0
2013-10-15,170.51,171.15,169.47,169.7,147.183367315,153958055,0.0000,1.0
2013-10-14,169.21,171.08,169.08,170.94,148.258838001,111901876,0.0000,1.0
2013-10-11,168.91,170.32,168.77,170.26,147.669063754,104967037,0.0000,1.0
2013-10-10,167.29,169.26,167.23,169.17,146.723690328,194021164,0.0000,1.0
2013-10-09,165.8,166.2,164.53,165.6,143.627375529,168271554,0.0000,1.0
2013-10-08,167.4,167.62,165.36,165.48,143.523297721,178558678,0.0000,1.0
2013-10-07,167.42,168.45,167.25,167.43,145.214562107,96070316,0.0000,1.0
2013-10-04,167.75,169.06,167.53,168.89,146.480842108,96853649,0.0000,1.0
2013-10-03,168.79,168.94,166.84,167.62,145.37935197,176563533,0.0000,1.0
2013-10-02,168.35,169.34,167.83,169.18,146.732363479,112859880,0.0000,1.0
2013-10-01,168.14,169.5,167.97,169.34,146.87113389,126997489,0.0000,1.0
2013-09-30,167.48,168.54,167.15,168.01,145.717604847,143620138,0.0000,1.0
2013-09-27,168.84,169.14,168.47,168.91,146.49818841,98644882,0.0000,1.0
2013-09-26,169.32,170.17,169.05,169.69,147.174694164,77036992,0.0000,1.0
2013-09-25,169.64,169.98,168.89,169.04,146.610939369,117195118,0.0000,1.0
2013-09-24,169.9,170.53,169.21,169.53,147.035923753,101097962,0.0000,1.0
2013-09-23,170.49,170.65,169.39,169.93,147.382849781,104534720,0.0000,1.0
2013-09-20,172.33,172.33,170.58,170.72,148.068028686,132555427,0.8379,1.0
2013-09-19,173.52,173.6,172.59,172.76,149.105492551,146510429,0.0000,1.0
2013-09-18,171.01,173.52,170.58,173.05,149.355785401,203079713,0.0000,1.0
2013-09-17,170.46,171.11,170.46,171.07,147.646889388,82269719,0.0000,1.0
2013-09-16,171.16,171.24,170.04,170.31,146.990949504,126115232,0.0000,1.0
2013-09-13,169.13,169.46,168.74,169.33,146.145132286,72700859,0.0000,1.0
2013-09-12,169.34,169.56,168.72,168.95,145.817162344,83134871,0.0000,1.0
2013-09-11,168.64,169.4,168.35,169.4,146.205547801,94296092,0.0000,1.0
2013-09-10,168.64,168.9,168.26,168.87,145.74811604,105300853,0.0000,1.0
2013-09-09,166.45,167.73,166.45,167.63,144.677898335,87408601,0.0000,1.0
2013-09-06,166.51,166.98,164.48,166.04,143.305603051,159700226,0.0000,1.0
2013-09-05,165.85,166.4,165.73,165.96,143.236556748,63023864,0.0000,1.0
2013-09-04,164.43,166.03,164.13,165.75,143.055310201,97219175,0.0000,1.0
2013-09-03,165.23,165.58,163.7,164.39,141.88152304,142331733,0.0000,1.0
2013-08-30,164.51,164.53,163.17,163.65,141.242844732,134740736,0.0000,1.0
2013-08-29,163.55,165.04,163.4,164.17,141.691645706,119032950,0.0000,1.0
2013-08-28,163.26,164.49,163.05,163.91,141.467245219,107750295,0.0000,1.0
2013-08-27,164.36,166.0,163.21,163.33,140.966659518,158359408,0.0000,1.0
2013-08-26,166.79,167.3,165.89,166.0,143.2710799,89492894,0.0000,1.0
2013-08-23,166.55,166.83,165.77,166.62,143.806188752,90872824,0.0000,1.0
2013-08-22,164.9,166.3,164.89,166.06,143.322864627,101381277,0.0000,1.0
2013-08-21,165.12,166.03,164.19,164.56,142.028246435,159343176,0.0000,1.0
2013-08-20,165.04,166.2,164.86,165.58,142.908586806,89235551,0.0000,1.0
2013-08-19,165.64,166.21,164.76,164.77,142.209492982,96330805,0.0000,1.0
2013-08-16,166.06,166.63,165.5,165.83,143.124356504,130636116,0.0000,1.0
2013-08-15,167.41,167.43,166.09,166.38,143.599049842,152647543,0.0000,1.0
2013-08-14,169.53,169.8,168.7,168.74,145.635915797,79609123,0.0000,1.0
2013-08-13,169.41,169.9,168.41,169.61,146.386794348,80689816,0.0000,1.0
2013-08-12,168.46,169.31,168.38,169.11,145.955254951,68477641,0.0000,1.0
2013-08-09,169.58,170.1,168.72,169.31,146.12787071,91824151,0.0000,1.0
2013-08-08,169.98,170.18,168.93,169.8,146.550779319,101940958,0.0000,1.0
2013-08-07,169.19,169.43,168.55,169.18,146.015670466,84663314,0.0000,1.0
2013-08-06,170.37,170.74,169.35,169.73,146.490363803,87403388,0.0000,1.0
2013-08-05,170.57,170.96,170.35,170.7,147.327550234,53868607,0.0000,1.0
2013-08-02,170.28,170.97,170.05,170.95,147.543319933,91009697,0.0000,1.0
2013-08-01,169.99,170.81,169.9,170.66,147.293027082,110213653,0.0000,1.0
2013-07-31,168.94,169.85,168.49,168.71,145.610023433,142329200,0.0000,1.0
2013-07-30,169.1,169.28,168.19,168.59,145.506453978,85124833,0.0000,1.0
2013-07-29,168.68,169.06,168.11,168.59,145.506453978,79712464,0.0000,1.0
2013-07-26,168.22,169.16,167.52,169.11,145.955254951,107750433,0.0000,1.0
2013-07-25,168.22,169.08,167.94,168.93,145.799900768,111066858,0.0000,1.0
2013-07-24,169.79,169.86,168.18,168.52,145.446038462,112811714,0.0000,1.0
2013-07-23,169.8,169.83,169.05,169.14,145.981147315,80765520,0.0000,1.0
2013-07-22,169.41,169.74,169.01,169.5,146.291855681,79307249,0.0000,1.0
2013-07-19,168.52,169.23,168.31,169.17,146.007039678,103709128,0.0000,1.0
2013-07-18,168.31,169.27,168.2,168.87,145.74811604,103461245,0.0000,1.0
2013-07-17,168.16,168.48,167.73,167.95,144.954083549,91766311,0.0000,1.0
2013-07-16,168.26,168.36,167.07,167.52,144.582959667,88590595,0.0000,1.0
2013-07-15,167.97,168.39,167.68,168.15,145.126699308,69387788,0.0000,1.0
2013-07-12,167.39,167.93,167.13,167.51,144.574328879,102638074,0.0000,1.0
2013-07-11,167.11,167.61,165.18,167.44,144.513913364,135466463,0.0000,1.0
2013-07-10,164.97,165.75,164.63,165.19,142.571986076,120332699,0.0000,1.0
2013-07-09,164.98,165.33,164.27,165.13,142.520201348,119211370,0.0000,1.0
2013-07-08,163.86,164.39,163.08,163.95,141.501768371,106842928,0.0000,1.0
2013-07-05,162.47,163.08,161.3,163.02,140.699105092,122350267,0.0000,1.0
2013-07-03,160.48,161.77,160.22,161.28,139.197347989,75216341,0.0000,1.0
2013-07-02,161.12,162.3,160.5,161.21,139.136932474,144734577,0.0000,1.0
2013-07-01,161.26,162.48,161.08,161.36,139.266394293,131657906,0.0000,1.0
2013-06-28,160.63,161.4,159.86,160.42,138.455100226,160158020,0.0000,1.0
2013-06-27,161.1,161.82,160.95,161.08,139.02473223,129359801,0.0000,1.0
2013-06-26,159.87,160.5,159.25,160.14,138.213438163,134713304,0.0000,1.0
2013-06-25,158.48,160.1,157.42,158.57,136.858404456,161987972,0.0000,1.0
2013-06-24,157.41,158.43,155.73,157.06,135.555155476,221849792,0.0000,1.0
2013-06-21,159.64,159.76,157.47,159.07,137.289943853,271424782,0.8391,1.0
2013-06-20,161.86,163.47,158.98,159.4,136.852838976,320785551,0.0000,1.0
2013-06-19,165.6,165.89,163.38,163.45,140.329965688,205916944,0.0000,1.0
2013-06-18,164.53,165.99,164.52,165.74,142.296044742,114592356,0.0000,1.0
2013-06-17,164.29,165.22,163.22,164.44,141.179929995,136114269,0.0000,1.0
2013-06-14,164.03,164.67,162.91,163.18,140.098157241,141018099,0.0000,1.0
2013-06-13,161.66,164.5,161.3,164.21,140.98246354,163201480,0.0000,1.0
2013-06-12,164.22,164.39,161.6,161.75,138.870431019,176962186,0.0000,1.0
2013-06-11,163.3,164.54,162.74,163.1,140.029473256,159379607,0.0000,1.0
2013-06-10,165.31,165.4,164.37,164.8,141.489007925,102542965,0.0000,1.0
2013-06-07,163.85,164.95,163.14,164.8,141.489007925,185761019,0.0000,1.0
2013-06-06,161.2,162.74,160.25,162.73,139.711809828,200064681,0.0000,1.0
2013-06-05,163.09,163.42,161.13,161.27,138.458327112,211235847,0.0000,1.0
2013-06-04,164.44,165.1,162.73,163.56,140.424406167,157537197,0.0000,1.0
2013-06-03,163.83,164.46,162.66,164.35,141.102660513,167962719,0.0000,1.0
2013-05-31,165.37,166.31,163.13,163.45,140.329965688,176380148,0.0000,1.0
2013-05-30,165.35,166.59,165.22,165.83,142.373314225,106551037,0.0000,1.0
2013-05-29,165.42,165.8,164.34,165.22,141.849598844,160214092,0.0000,1.0
2013-05-28,167.04,167.78,165.81,166.3,142.776832633,143410276,0.0000,1.0
2013-05-24,164.47,165.38,163.98,165.31,141.926868326,151527477,0.0000,1.0
2013-05-23,164.16,165.91,163.94,165.45,142.047065299,210803037,0.0000,1.0
2013-05-22,167.34,169.07,165.17,165.93,142.459169205,243639217,0.0000,1.0
2013-05-21,167.08,167.8,166.5,167.17,143.523770964,95701008,0.0000,1.0
2013-05-20,166.78,167.58,166.61,166.93,143.317719011,85006385,0.0000,1.0
2013-05-17,165.95,167.04,165.73,166.94,143.326304509,129718215,0.0000,1.0
2013-05-16,165.78,166.36,165.09,165.34,141.95262482,109779806,0.0000,1.0
2013-05-15,164.96,166.45,164.91,166.12,142.622293668,120608462,0.0000,1.0
2013-05-14,163.67,165.35,163.67,165.23,141.858184342,118798711,0.0000,1.0
2013-05-13,163.2,163.81,162.82,163.54,140.40723517,81688029,0.0000,1.0
2013-05-10,162.99,163.55,162.51,163.41,140.295623696,103075824,0.0000,1.0
2013-05-09,163.27,163.7,162.47,162.88,139.840592299,106566417,0.0000,1.0
2013-05-08,162.42,163.39,162.33,163.34,140.235525209,97023107,0.0000,1.0
2013-05-07,162.13,162.65,161.67,162.6,139.600198353,89948203,0.0000,1.0
2013-05-06,161.49,162.01,161.42,161.78,138.896187513,66750706,0.0000,1.0
2013-05-03,161.14,161.88,159.78,161.37,138.544182093,143979238,0.0000,1.0
2013-05-02,158.68,159.89,158.53,159.75,137.153331408,96336318,0.0000,1.0
